id,name,winner_par,geometry,cent,x,y,swing1
E14000945,South Staffordshire,Conservative,"list(c(0.140487047222784, 0.140487047222784, 0.130067858103619, 0.130067858103619, 0.140487047222784, 0.168791074347765, 0.158372770722023, 0.158372770722023, 0.168791074347765, 0.168791074347765))","c(0.135277452663201, 0.163581922534894)",135,163,
E14000968,Stevenage,Conservative,"list(c(0.244693081041734, 0.244693081041734, 0.255110361611946, 0.255110361611946, 0.244693081041734, 0.137501344304752, 0.147918977652733, 0.147918977652733, 0.137501344304752, 0.137501344304752))","c(0.24990172132684, 0.142710160978742)",249,142,
S14000057,Stirling,SNP,"list(c(0.150931876187744, 0.150931876187744, 0.161350179813486, 0.161350179813486, 0.150931876187744, 0.481297403335259, 0.491713661113078, 0.491713661113078, 0.481297403335259, 0.481297403335259))","c(0.156141028000615, 0.486505532224168)",156,486,
E14000970,Stockton North,Labour,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.366699411945911, 0.377116516390398, 0.377116516390398, 0.366699411945911, 0.366699411945911))","c(0.218647127949606, 0.371907964168155)",218,371,
E14000971,Stockton South,Conservative,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.356280755279203, 0.366699411945911, 0.366699411945911, 0.356280755279203, 0.356280755279203))","c(0.218647127949606, 0.361490083612557)",218,361,
E14000973,Stoke-on-Trent North,Labour,"list(c(0.203022582927586, 0.203022582927586, 0.213438487664499, 0.213438487664499, 0.203022582927586, 0.220846115255174, 0.231264101380925, 0.231264101380925, 0.220846115255174, 0.220846115255174))","c(0.208230535296043, 0.22605510831805)",208,226,
E14000974,Stoke-on-Trent South,Labour,"list(c(0.192603926524075, 0.192603926524075, 0.203022582927586, 0.203022582927586, 0.192603926524075, 0.210375424130756, 0.220792034423207, 0.220792034423207, 0.210375424130756, 0.210375424130756))","c(0.19781325472583, 0.215583729276981)",197,215,
E14000975,Stone,Conservative,"list(c(0.17176675482816, 0.17176675482816, 0.182183894287265, 0.182183894287265, 0.17176675482816, 0.210375424130756, 0.220792034423207, 0.220792034423207, 0.210375424130756, 0.210375424130756))","c(0.176975324557713, 0.215583729276981)",176,215,
N06000016,Strangford,DUP,"list(c(0.0936016787469082, 0.0936016787469082, 0.104018291667083, 0.104018291667083, 0.0936016787469082, 0.26251731892486, 0.272935622550602, 0.272935622550602, 0.26251731892486, 0.26251731892486))","c(0.0988099852069954, 0.267726470737731)",98,267,
E14000821,Milton Keynes North,Conservative,"list(c(0.17176675482816, 0.17176675482816, 0.182183894287265, 0.182183894287265, 0.17176675482816, 0.137501344304752, 0.147918977652733, 0.147918977652733, 0.137501344304752, 0.137501344304752))","c(0.176975324557713, 0.142710160978742)",176,142,
E14000980,Stroud,Conservative,"list(c(0.130094566667187, 0.130094566667187, 0.140512867006464, 0.140512867006464, 0.130094566667187, 0.106248126760816, 0.1166664333338, 0.1166664333338, 0.106248126760816, 0.106248126760816))","c(0.135303716836826, 0.111457280047308)",135,111,
E14000624,Central Suffolk and North Ipswich,Conservative,"list(c(0.307184346685544, 0.307184346685544, 0.317600921700218, 0.317600921700218, 0.307184346685544, 0.158372770722023, 0.168791074347765, 0.168791074347765, 0.158372770722023, 0.158372770722023))","c(0.312392634192881, 0.163581922534894)",312,163,
E14000946,South Suffolk,Conservative,"list(c(0.296764984726495, 0.296764984726495, 0.307184346685544, 0.307184346685544, 0.296764984726495, 0.158372770722023, 0.168791074347765, 0.168791074347765, 0.158372770722023, 0.158372770722023))","c(0.301974665706019, 0.163581922534894)",301,163,
E14000642,Clacton,UKIP,"list(c(0.328038204769925, 0.328038204769925, 0.338454109506839, 0.338454109506839, 0.328038204769925, 0.147913439041762, 0.158332095445273, 0.158332095445273, 0.147913439041762, 0.147913439041762))","c(0.333246157138382, 0.153122767243517)",333,153,
E14001034,West Suffolk,Conservative,"list(c(0.255110361611946, 0.255110361611946, 0.265529018015457, 0.265529018015457, 0.255110361611946, 0.147913439041762, 0.158332095445273, 0.158332095445273, 0.147913439041762, 0.147913439041762))","c(0.260319689813702, 0.153122767243517)",260,153,
E14000982,Sunderland Central,Labour,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.387533797223772, 0.39795263027937, 0.39795263027937, 0.387533797223772, 0.387533797223772))","c(0.218647127949606, 0.392743213751571)",218,392,
E14000754,Houghton and Sunderland South,Labour,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.387533797223772, 0.39795263027937, 0.39795263027937, 0.387533797223772, 0.387533797223772))","c(0.229065431575348, 0.392743213751571)",229,392,
E14000681,East Surrey,Conservative,"list(c(0.255110361611946, 0.255110361611946, 0.265529018015457, 0.265529018015457, 0.255110361611946, 0.0437399630618772, 0.0541593250209259, 0.0541593250209259, 0.0437399630618772, 0.0437399630618772))","c(0.260319689813702, 0.0489496440414015)",260,48,
E14000983,Surrey Heath,Conservative,"list(c(0.192603926524075, 0.192603926524075, 0.203022582927586, 0.203022582927586, 0.192603926524075, 0.0854118370093238, 0.0958308461906036, 0.0958308461906036, 0.0854118370093238, 0.0854118370093238))","c(0.19781325472583, 0.0906213415999637)",197,90,
E14000953,South West Surrey,Conservative,"list(c(0.182183894287265, 0.182183894287265, 0.192603926524075, 0.192603926524075, 0.182183894287265, 0.074992827828044, 0.0854118370093238, 0.0854118370093238, 0.074992827828044, 0.074992827828044))","c(0.18739391040567, 0.0802023324186839)",187,80,
E14000817,Mid Sussex,Conservative,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259))","c(0.218647127949606, 0.0593674361393787)",218,59,
W07000047,Swansea West,Labour,"list(c(0.0571687663338019, 0.0571687663338019, 0.0675856941262454, 0.0675856941262454, 0.0571687663338019, 0.137501344304752, 0.147918977652733, 0.147918977652733, 0.137501344304752, 0.137501344304752))","c(0.0623772302300237, 0.142710160978742)",62,142,
E14000851,North Swindon,Conservative,"list(c(0.130094566667187, 0.130094566667187, 0.140512867006464, 0.140512867006464, 0.130094566667187, 0.0958308461906036, 0.106248126760816, 0.106248126760816, 0.0958308461906036, 0.0958308461906036))","c(0.135303716836826, 0.10103948647571)",135,101,
E14000947,South Swindon,Conservative,"list(c(0.140512867006464, 0.140512867006464, 0.150931876187744, 0.150931876187744, 0.140512867006464, 0.0958308461906036, 0.106248126760816, 0.106248126760816, 0.0958308461906036, 0.0958308461906036))","c(0.145722371597104, 0.10103948647571)",145,101,
E14000986,Tamworth,Conservative,"list(c(0.203022582927586, 0.203022582927586, 0.213438487664499, 0.213438487664499, 0.203022582927586, 0.179172865474429, 0.189590851600179, 0.189590851600179, 0.179172865474429, 0.179172865474429))","c(0.208230535296043, 0.184381858537304)",208,184,
E14000987,Tatton,Conservative,"list(c(0.192603926524075, 0.192603926524075, 0.203022582927586, 0.203022582927586, 0.192603926524075, 0.2416820583343, 0.252101061410178, 0.252101061410178, 0.2416820583343, 0.2416820583343))","c(0.19781325472583, 0.246891559872239)",197,246,
E14000988,Taunton Deane,Conservative,"list(c(0.0780045269186408, 0.0884230069332673, 0.0884230069332673, 0.0780045269186408, 0.0780045269186408, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259, 0.0645755472578316))","c(0.083213766925954, 0.0593674361393787)",83,59,
E14000835,Newton Abbot,Conservative,"list(c(0.0780045269186408, 0.0780045269186408, 0.0884230069332673, 0.0884230069332673, 0.0780045269186408, 0.0437782041720224, 0.0541975661310711, 0.0541975661310711, 0.0437782041720224, 0.0437782041720224))","c(0.083213766925954, 0.0489878851515467)",83,48,
E14000799,Ludlow,Conservative,"list(c(0.130094566667187, 0.130094566667187, 0.140512867006464, 0.140512867006464, 0.130094566667187, 0.179172865474429, 0.189590851600179, 0.189590851600179, 0.179172865474429, 0.179172865474429))","c(0.135303716836826, 0.184381858537304)",135,184,
E14000990,Tewkesbury,Conservative,"list(c(0.140512867006464, 0.140512867006464, 0.150931876187744, 0.150931876187744, 0.140512867006464, 0.1166664333338, 0.12708304067901, 0.12708304067901, 0.1166664333338, 0.1166664333338))","c(0.145722371597104, 0.121874737006405)",145,121,
E14000852,North Thanet,Conservative,"list(c(0.338454109506839, 0.338454109506839, 0.348873436188111, 0.348873436188111, 0.338454109506839, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.343663772847475, 0.0697841875429378)",343,69,
E14000948,South Thanet,Conservative,"list(c(0.338454109506839, 0.338454109506839, 0.348873436188111, 0.348873436188111, 0.338454109506839, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259))","c(0.343663772847475, 0.0593674361393788)",343,59,
E14000995,Thurrock,Conservative,"list(c(0.307202267796202, 0.307202267796202, 0.317619548366415, 0.317619548366415, 0.307202267796202, 0.12708304067901, 0.137501344304752, 0.137501344304752, 0.12708304067901, 0.12708304067901))","c(0.312410908081308, 0.132292192491881)",312,132,
E14000996,Tiverton and Honiton,Conservative,"list(c(0.0675948310704591, 0.0675948310704591, 0.0780114413629106, 0.0780114413629106, 0.0675948310704591, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259))","c(0.0728031362166848, 0.0593674361393788)",72,59,
E14000997,Tonbridge and Malling,Conservative,"list(c(0.275948344696729, 0.275948344696729, 0.28636495498918, 0.28636495498918, 0.275948344696729, 0.0437399630618772, 0.0541593250209259, 0.0541593250209259, 0.0437399630618772, 0.0437399630618772))","c(0.281156649842955, 0.0489496440414015)",281,48,
E14000999,Torbay,Conservative,"list(c(0.0675856941262454, 0.0675856941262454, 0.0780045269186408, 0.0780045269186408, 0.0675856941262454, 0.0437782041720224, 0.0541975661310711, 0.0541975661310711, 0.0437782041720224, 0.0437782041720224))","c(0.0727951105224431, 0.0489878851515467)",72,48,
W07000053,Torfaen,Labour,"list(c(0.119676400866087, 0.119676400866087, 0.130094566667187, 0.130094566667187, 0.119676400866087, 0.147913439041762, 0.158332095445273, 0.158332095445273, 0.147913439041762, 0.147913439041762))","c(0.124885483766637, 0.153122767243517)",124,153,
E14001001,Totnes,Conservative,"list(c(0.0675856941262454, 0.0675856941262454, 0.0780045269186408, 0.0780045269186408, 0.0675856941262454, 0.0333209547223557, 0.0437399630618772, 0.0437399630618772, 0.0333209547223557, 0.0333209547223557))","c(0.0727951105224431, 0.0385304588921165)",72,38,
E14001003,Truro and Falmouth,Conservative,"list(c(0.0259072944445481, 0.0259072944445481, 0.0154888141667287, 0.0154888141667287, 0.0259072944445481, 0.0541975661310711, 0.0437782041720224, 0.0437782041720224, 0.0541975661310711, 0.0541975661310711))","c(0.0206980543056384, 0.0489878851515467)",20,48,
E14001004,Tunbridge Wells,Conservative,"list(c(0.28636495498918, 0.28636495498918, 0.296782905837153, 0.296782905837153, 0.28636495498918, 0.0437399630618772, 0.0541593250209259, 0.0541593250209259, 0.0437399630618772, 0.0437399630618772))","c(0.291573930413167, 0.0489496440414015)",291,48,
E14000709,Gateshead,Labour,"list(c(0.203022582927586, 0.203022582927586, 0.213438487664499, 0.213438487664499, 0.203022582927586, 0.377116516390398, 0.387533797223772, 0.387533797223772, 0.377116516390398, 0.377116516390398))","c(0.208230535296043, 0.382325156807085)",208,382,
E14001006,Tynemouth,Labour,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.408370581390522, 0.41878719194612, 0.41878719194612, 0.408370581390522, 0.408370581390522))","c(0.218647127949606, 0.413578886668321)",218,413,
E14000853,North Tyneside,Labour,"list(c(0.203022582927586, 0.203022582927586, 0.213438487664499, 0.213438487664499, 0.203022582927586, 0.408370581390522, 0.41878719194612, 0.41878719194612, 0.408370581390522, 0.408370581390522))","c(0.208230535296043, 0.413578886668321)",208,413,
N06000018,West Tyrone,Sinn Féin,"list(c(0.0623453920363834, 0.0623453920363834, 0.0727636956621255, 0.0727636956621255, 0.0623453920363834, 0.283353933334467, 0.293771912302094, 0.293771912302094, 0.283353933334467, 0.283353933334467))","c(0.0675545438492544, 0.288562922818281)",67,288,
N06000010,Mid Ulster,Sinn Féin,"list(c(0.0623453920363834, 0.0623453920363834, 0.0727636956621255, 0.0727636956621255, 0.0623453920363834, 0.272935622550602, 0.283353933334467, 0.283353933334467, 0.272935622550602, 0.272935622550602))","c(0.0675545438492544, 0.278144777942535)",67,278,
N06000017,Upper Bann,DUP,"list(c(0.0727636956621255, 0.0727636956621255, 0.0831825305558882, 0.0831825305558882, 0.0727636956621255, 0.272935622550602, 0.283353933334467, 0.283353933334467, 0.272935622550602, 0.272935622550602))","c(0.0779731131090068, 0.278144777942535)",77,278,
E14000683,East Yorkshire,Conservative,"list(c(0.255110361611946, 0.255110361611946, 0.265529018015457, 0.265529018015457, 0.255110361611946, 0.325026329290444, 0.335443927360649, 0.335443927360649, 0.325026329290444, 0.325026329290444))","c(0.260319689813702, 0.330235128325546)",260,330,
E14001061,York Central,Labour,"list(c(0.244693081041734, 0.244693081041734, 0.255110361611946, 0.255110361611946, 0.244693081041734, 0.335443927360649, 0.345861922223606, 0.345861922223606, 0.335443927360649, 0.335443927360649))","c(0.24990172132684, 0.340652924792127)",249,340,
W07000041,Ynys MÌ«n,Labour,"list(c(0.08682569975139, 0.08682569975139, 0.0972429803216024, 0.0972429803216024, 0.08682569975139, 0.191190063782009, 0.201607661852213, 0.201607661852213, 0.191190063782009, 0.191190063782009))","c(0.0920343400364962, 0.196398862817111)",92,196,
E14001060,Yeovil,Conservative,"list(c(0.0884230069332673, 0.0884230069332673, 0.0988402875034796, 0.0988402875034796, 0.0884230069332673, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.0936316472183734, 0.0697841875429378)",93,69,
E14001058,Wyre Forest,Conservative,"list(c(0.130094566667187, 0.130094566667187, 0.140512867006464, 0.140512867006464, 0.130094566667187, 0.147913439041762, 0.158332095445273, 0.158332095445273, 0.147913439041762, 0.147913439041762))","c(0.135303716836825, 0.153122767243517)",135,153,
E14001056,Wycombe,Conservative,"list(c(0.182183894287265, 0.182183894287265, 0.192603926524075, 0.192603926524075, 0.182183894287265, 0.1166664333338, 0.12708304067901, 0.12708304067901, 0.1166664333338, 0.1166664333338))","c(0.18739391040567, 0.121874737006405)",187,121,
W07000044,Wrexham,Labour,"list(c(0.119676400866087, 0.119676400866087, 0.130094566667187, 0.130094566667187, 0.119676400866087, 0.179172865474429, 0.189590851600179, 0.189590851600179, 0.179172865474429, 0.179172865474429))","c(0.124885483766637, 0.184381858537304)",124,184,
E14000992,The Wrekin,Conservative,"list(c(0.17176675482816, 0.17176675482816, 0.161350179813486, 0.161350179813486, 0.17176675482816, 0.220792034423207, 0.210375424130756, 0.210375424130756, 0.220792034423207, 0.220792034423207))","c(0.166558467320823, 0.215583729276981)",166,215,
E14001055,Worthing West,Conservative,"list(c(0.203022582927586, 0.203022582927586, 0.213438487664499, 0.213438487664499, 0.203022582927586, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259))","c(0.208230535296043, 0.0593674361393788)",208,59,
E14000682,East Worthing and Shoreham,Conservative,"list(c(0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.213438487664499, 0.0541593250209259, 0.0541593250209259, 0.0437399630618772, 0.0437399630618772, 0.0541593250209259))","c(0.218647127949606, 0.0489496440414015)",218,48,
E14001053,Workington,Labour,"list(c(0.17176675482816, 0.17176675482816, 0.182183894287265, 0.182183894287265, 0.17176675482816, 0.366699411945911, 0.377116516390398, 0.377116516390398, 0.366699411945911, 0.366699411945911))","c(0.176975324557713, 0.371907964168155)",176,371,
E14001035,West Worcestershire,Conservative,"list(c(0.140512867006464, 0.140512867006464, 0.150931876187744, 0.150931876187744, 0.140512867006464, 0.12708304067901, 0.137501344304752, 0.137501344304752, 0.12708304067901, 0.12708304067901))","c(0.145722371597104, 0.132292192491881)",145,132,
E14000892,Redditch,Conservative,"list(c(0.150931876187744, 0.150931876187744, 0.161350179813486, 0.161350179813486, 0.150931876187744, 0.137501344304752, 0.147918977652733, 0.147918977652733, 0.137501344304752, 0.137501344304752))","c(0.156141028000615, 0.142710160978742)",156,142,
E14001052,Worcester,Conservative,"list(c(0.150931876187744, 0.150931876187744, 0.161350179813486, 0.161350179813486, 0.150931876187744, 0.12708304067901, 0.137501344304752, 0.137501344304752, 0.12708304067901, 0.12708304067901))","c(0.156141028000615, 0.132292192491881)",156,132,
E14000850,North Somerset,Conservative,"list(c(0.0988402875034796, 0.0988402875034796, 0.109257920851461, 0.109257920851461, 0.0988402875034796, 0.0958308461906036, 0.106248126760816, 0.106248126760816, 0.0958308461906036, 0.0958308461906036))","c(0.10404910417747, 0.10103948647571)",104,101,
E14001048,Wokingham,Conservative,"list(c(0.17176675482816, 0.17176675482816, 0.182183894287265, 0.182183894287265, 0.17176675482816, 0.0958308461906036, 0.106248126760816, 0.106248126760816, 0.0958308461906036, 0.0958308461906036))","c(0.176975324557713, 0.10103948647571)",176,101,
E14001047,Woking,Conservative,"list(c(0.203022582927586, 0.203022582927586, 0.213438487664499, 0.213438487664499, 0.203022582927586, 0.074992827828044, 0.0854118370093238, 0.0854118370093238, 0.074992827828044, 0.074992827828044))","c(0.208230535296043, 0.0802023324186839)",208,80,
E14001046,Witney,Conservative,"list(c(0.140512867006464, 0.140512867006464, 0.150931876187744, 0.150931876187744, 0.140512867006464, 0.106248126760816, 0.1166664333338, 0.1166664333338, 0.106248126760816, 0.106248126760816))","c(0.145722371597104, 0.111457280047308)",145,111,
E14001042,Windsor,Conservative,"list(c(0.203022582927586, 0.203022582927586, 0.213438487664499, 0.213438487664499, 0.203022582927586, 0.106248126760816, 0.1166664333338, 0.1166664333338, 0.106248126760816, 0.106248126760816))","c(0.208230535296043, 0.111457280047308)",208,111,
E14001041,Winchester,Conservative,"list(c(0.150931876187744, 0.150931876187744, 0.161350179813486, 0.161350179813486, 0.150931876187744, 0.074992827828044, 0.0854118370093238, 0.0854118370093238, 0.074992827828044, 0.074992827828044))","c(0.156141028000615, 0.0802023324186839)",156,80,
E14000860,North Wiltshire,Conservative,"list(c(0.130094566667187, 0.130094566667187, 0.140512867006464, 0.140512867006464, 0.130094566667187, 0.0854118370093238, 0.0958308461906036, 0.0958308461906036, 0.0854118370093238, 0.0854118370093238))","c(0.135303716836825, 0.0906213415999637)",135,90,
E14001038,Weston-Super-Mare,Conservative,"list(c(0.0779652627529658, 0.0779652627529658, 0.0675460771828016, 0.0675460771828016, 0.0779652627529658, 0.0854118370093238, 0.074992827828044, 0.074992827828044, 0.0854118370093238, 0.0854118370093238))","c(0.0727556699678837, 0.0802023324186839)",72,80,
E14001037,Westmorland and Lonsdale,Liberal Democrats,"list(c(0.192603926524075, 0.192603926524075, 0.203022582927586, 0.203022582927586, 0.192603926524075, 0.345861922223606, 0.356280755279203, 0.356280755279203, 0.345861922223606, 0.345861922223606))","c(0.19781325472583, 0.351071338751404)",197,351,
E14000954,South West Wiltshire,Conservative,"list(c(0.119676400866087, 0.119676400866087, 0.130094566667187, 0.130094566667187, 0.119676400866087, 0.074992827828044, 0.0854118370093238, 0.0854118370093238, 0.074992827828044, 0.074992827828044))","c(0.124885483766637, 0.0802023324186839)",124,80,
E14001027,Welwyn Hatfield,Conservative,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.137501344304752, 0.147918977652733, 0.147918977652733, 0.137501344304752, 0.137501344304752))","c(0.218647127949606, 0.142710160978742)",218,142,
E14001026,Wells,Conservative,"list(c(0.0780045269186408, 0.0780045269186408, 0.0884230069332673, 0.0884230069332673, 0.0780045269186408, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.083213766925954, 0.0697841875429378)",83,69,
E14000728,Harborough,Conservative,"list(c(0.202995701261598, 0.202995701261598, 0.213411605998512, 0.213411605998512, 0.202995701261598, 0.158372770722023, 0.168791074347765, 0.168791074347765, 0.158372770722023, 0.158372770722023))","c(0.208203653630055, 0.163581922534894)",208,163,
E14001024,Weaver Vale,Conservative,"list(c(0.17176675482816, 0.17176675482816, 0.182183894287265, 0.182183894287265, 0.17176675482816, 0.231264101380925, 0.2416820583343, 0.2416820583343, 0.231264101380925, 0.231264101380925))","c(0.176975324557713, 0.236473079857612)",176,236,
E14001023,Wealden,Conservative,"list(c(0.265529018015457, 0.265529018015457, 0.275948344696729, 0.275948344696729, 0.265529018015457, 0.0437399630618772, 0.0541593250209259, 0.0541593250209259, 0.0437399630618772, 0.0437399630618772))","c(0.270738681356093, 0.0489496440414015)",270,48,
E14000981,Suffolk Coastal,Conservative,"list(c(0.317619548366415, 0.317619548366415, 0.328038204769925, 0.328038204769925, 0.317619548366415, 0.168755937681986, 0.179172865474429, 0.179172865474429, 0.168755937681986, 0.168755937681986))","c(0.32282887656817, 0.173964401578208)",322,173,
E14000951,South West Hertfordshire,Conservative,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.1166664333338, 0.12708304067901, 0.12708304067901, 0.1166664333338, 0.1166664333338))","c(0.229065431575348, 0.121874737006405)",229,121,
E14000854,North Warwickshire,Conservative,"list(c(0.192603926524075, 0.192603926524075, 0.203022582927586, 0.203022582927586, 0.192603926524075, 0.168755937681986, 0.179172865474429, 0.179172865474429, 0.168755937681986, 0.168755937681986))","c(0.19781325472583, 0.173964401578208)",197,173,
E14001019,Warwick and Leamington,Conservative,"list(c(0.150931876187744, 0.150931876187744, 0.161350179813486, 0.161350179813486, 0.150931876187744, 0.147913439041762, 0.158332095445273, 0.158332095445273, 0.147913439041762, 0.147913439041762))","c(0.156141028000615, 0.153122767243517)",156,153,
E14001018,Warrington South,Conservative,"list(c(0.182183894287265, 0.182183894287265, 0.192603926524075, 0.192603926524075, 0.182183894287265, 0.2416820583343, 0.252101061410178, 0.252101061410178, 0.2416820583343, 0.2416820583343))","c(0.18739391040567, 0.246891559872239)",187,246,
E14001017,Warrington North,Labour,"list(c(0.17176675482816, 0.17176675482816, 0.182183894287265, 0.182183894287265, 0.17176675482816, 0.2416820583343, 0.252101061410178, 0.252101061410178, 0.2416820583343, 0.2416820583343))","c(0.176975324557713, 0.246891559872239)",176,246,
E14001015,Wantage,Conservative,"list(c(0.161350179813486, 0.161350179813486, 0.17176675482816, 0.17176675482816, 0.161350179813486, 0.106248126760816, 0.1166664333338, 0.1166664333338, 0.106248126760816, 0.106248126760816))","c(0.166558467320823, 0.111457280047308)",166,111,
E14000846,North East Somerset,Conservative,"list(c(0.0883818730454174, 0.0883818730454174, 0.0987991183378528, 0.0987991183378528, 0.0883818730454174, 0.074992827828044, 0.0854118370093238, 0.0854118370093238, 0.074992827828044, 0.074992827828044))","c(0.0935904956916351, 0.0802023324186839)",93,80,
E14001014,Wansbeck,Labour,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.41878719194612, 0.429206342501717, 0.429206342501717, 0.41878719194612, 0.41878719194612))","c(0.218647127949606, 0.423996767223918)",218,423,
E14001062,York Outer,Conservative,"list(c(0.234275094915984, 0.234275094915984, 0.244693081041734, 0.244693081041734, 0.234275094915984, 0.335443927360649, 0.345861922223606, 0.345861922223606, 0.335443927360649, 0.335443927360649))","c(0.239484087978859, 0.340652924792127)",239,340,
W07000078,Vale of Glamorgan,Conservative,"list(c(0.0675856941262454, 0.0780045269186408, 0.0780045269186408, 0.0675856941262454, 0.0675856941262454, 0.1166664333338, 0.1166664333338, 0.106248126760816, 0.106248126760816, 0.1166664333338))","c(0.0727951105224431, 0.111457280047308)",72,111,
W07000060,Vale of Clwyd,Conservative,"list(c(0.0988402875034796, 0.0988402875034796, 0.109257920851461, 0.109257920851461, 0.0988402875034796, 0.189590851600179, 0.200010183334134, 0.200010183334134, 0.189590851600179, 0.189590851600179))","c(0.10404910417747, 0.194800517467157)",104,194,
E14001044,Wirral West,Labour,"list(c(0.150931876187744, 0.150931876187744, 0.140512867006464, 0.140512867006464, 0.150931876187744, 0.2416820583343, 0.231264101380925, 0.231264101380925, 0.2416820583343, 0.2416820583343))","c(0.145722371597104, 0.236473079857612)",145,236,
E14000958,Southport,Liberal Democrats,"list(c(0.130094566667187, 0.130094566667187, 0.140512867006464, 0.140512867006464, 0.130094566667187, 0.272935622550602, 0.283353933334467, 0.283353933334467, 0.272935622550602, 0.272935622550602))","c(0.135303716836826, 0.278144777942535)",135,278,
E14001039,Wigan,Labour,"list(c(0.150931876187744, 0.150931876187744, 0.161350179813486, 0.161350179813486, 0.150931876187744, 0.293771912302094, 0.304188840094538, 0.304188840094538, 0.293771912302094, 0.293771912302094))","c(0.156141028000615, 0.298980376198316)",156,298,
E14000963,St Helens South and Whiston,Labour,"list(c(0.161350179813486, 0.161350179813486, 0.17176675482816, 0.17176675482816, 0.161350179813486, 0.252101061410178, 0.26251731892486, 0.26251731892486, 0.252101061410178, 0.252101061410178))","c(0.166558467320823, 0.257309190167519)",166,257,
E14000708,Garston and Halewood,Labour,"list(c(0.140512867006464, 0.140512867006464, 0.150931876187744, 0.150931876187744, 0.140512867006464, 0.252101061410178, 0.26251731892486, 0.26251731892486, 0.252101061410178, 0.252101061410178))","c(0.145722371597104, 0.257309190167519)",145,257,
E14000805,Makerfield,Labour,"list(c(0.140512867006464, 0.140512867006464, 0.150931876187744, 0.150931876187744, 0.140512867006464, 0.283353933334467, 0.293771912302094, 0.293771912302094, 0.283353933334467, 0.283353933334467))","c(0.145722371597104, 0.288562922818281)",145,288,
E14000580,Bolton West,Conservative,"list(c(0.161350179813486, 0.161350179813486, 0.17176675482816, 0.17176675482816, 0.161350179813486, 0.293771912302094, 0.304188840094538, 0.304188840094538, 0.293771912302094, 0.293771912302094))","c(0.166558467320823, 0.298980376198316)",166,298,
E14000785,Leigh,Labour,"list(c(0.161350179813486, 0.161350179813486, 0.17176675482816, 0.17176675482816, 0.161350179813486, 0.272935622550602, 0.283353933334467, 0.283353933334467, 0.272935622550602, 0.272935622550602))","c(0.166558467320823, 0.278144777942535)",166,278,
E14000962,St Helens North,Labour,"list(c(0.161350179813486, 0.161350179813486, 0.17176675482816, 0.17176675482816, 0.161350179813486, 0.26251731892486, 0.272935622550602, 0.272935622550602, 0.26251731892486, 0.26251731892486))","c(0.166558467320823, 0.267726470737731)",166,267,
E14000775,Knowsley,Labour,"list(c(0.150931876187744, 0.150931876187744, 0.161350179813486, 0.161350179813486, 0.150931876187744, 0.272935622550602, 0.283353933334467, 0.283353933334467, 0.272935622550602, 0.272935622550602))","c(0.156141028000615, 0.278144777942535)",156,278,
E14000916,Sefton Central,Labour,"list(c(0.140512867006464, 0.140512867006464, 0.150931876187744, 0.150931876187744, 0.140512867006464, 0.272935622550602, 0.283353933334467, 0.283353933334467, 0.272935622550602, 0.272935622550602))","c(0.145722371597104, 0.278144777942535)",145,278,
E14000794,"Liverpool, Walton",Labour,"list(c(0.140512867006464, 0.140512867006464, 0.150931876187744, 0.150931876187744, 0.140512867006464, 0.26251731892486, 0.272935622550602, 0.272935622550602, 0.26251731892486, 0.26251731892486))","c(0.145722371597104, 0.267726470737731)",145,267,
E14000795,"Liverpool, Wavertree",Labour,"list(c(0.150931876187744, 0.150931876187744, 0.161350179813486, 0.161350179813486, 0.150931876187744, 0.252101061410178, 0.26251731892486, 0.26251731892486, 0.252101061410178, 0.252101061410178))","c(0.156141028000615, 0.257309190167519)",156,257,
