id,name,winner_par,geometry,cent,x,y,swing1
E14000633,Chichester,Conservative,"list(c(0.182183894287265, 0.182183894287265, 0.192603926524075, 0.192603926524075, 0.182183894287265, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.18739391040567, 0.0697841875429378)",187,69,
E14000637,Chorley,Labour,"list(c(0.161350179813486, 0.161350179813486, 0.17176675482816, 0.17176675482816, 0.161350179813486, 0.314607496498049, 0.325026329290444, 0.325026329290444, 0.314607496498049, 0.314607496498049))","c(0.166558467320823, 0.319816912894247)",166,319,
E14000638,Christchurch,Conservative,"list(c(0.130094566667187, 0.130094566667187, 0.140512867006464, 0.140512867006464, 0.130094566667187, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.135303716836825, 0.0697841875429378)",135,69,
E14000643,Cleethorpes,Conservative,"list(c(0.244672408264478, 0.244672408264478, 0.255091064667989, 0.255091064667989, 0.244672408264478, 0.26251731892486, 0.272935622550602, 0.272935622550602, 0.26251731892486, 0.26251731892486))","c(0.249881736466234, 0.267726470737731)",249,267,
W07000062,Clwyd South,Labour,"list(c(0.119676400866087, 0.119676400866087, 0.130094566667187, 0.130094566667187, 0.119676400866087, 0.168755937681986, 0.179172865474429, 0.179172865474429, 0.168755937681986, 0.168755937681986))","c(0.124885483766637, 0.173964401578208)",124,173,
W07000059,Clwyd West,Conservative,"list(c(0.109257920851461, 0.109257920851461, 0.119676400866087, 0.119676400866087, 0.109257920851461, 0.179172865474429, 0.189590851600179, 0.189590851600179, 0.179172865474429, 0.179172865474429))","c(0.114467160858774, 0.184381858537304)",114,184,
E14000644,Colchester,Conservative,"list(c(0.317619548366415, 0.317619548366415, 0.328038204769925, 0.328038204769925, 0.317619548366415, 0.147913439041762, 0.158332095445273, 0.158332095445273, 0.147913439041762, 0.147913439041762))","c(0.32282887656817, 0.153122767243517)",322,153,
E14000646,Congleton,Conservative,"list(c(0.182183894287265, 0.182183894287265, 0.192603926524075, 0.192603926524075, 0.182183894287265, 0.231264101380925, 0.2416820583343, 0.2416820583343, 0.231264101380925, 0.231264101380925))","c(0.18739391040567, 0.236473079857612)",187,236,
W07000058,Aberconwy,Conservative,"list(c(0.0988402875034796, 0.0988402875034796, 0.109257920851461, 0.109257920851461, 0.0988402875034796, 0.179172865474429, 0.189590851600179, 0.189590851600179, 0.179172865474429, 0.179172865474429))","c(0.10404910417747, 0.184381858537304)",104,184,
E14000647,Copeland,Labour,"list(c(0.17176675482816, 0.182183894287265, 0.182183894287265, 0.17176675482816, 0.17176675482816, 0.366699411945911, 0.366699411945911, 0.356280755279203, 0.356280755279203, 0.366699411945911))","c(0.176975324557713, 0.361490083612557)",176,361,
E14000942,South Northamptonshire,Conservative,"list(c(0.213411605998512, 0.213411605998512, 0.223830262402023, 0.223830262402023, 0.213411605998512, 0.158372770722023, 0.168791074347765, 0.168791074347765, 0.158372770722023, 0.158372770722023))","c(0.218620934200267, 0.163581922534894)",218,163,
E14000837,North Cornwall,Conservative,"list(c(0.0467521913191273, 0.0467521913191273, 0.0363331821378475, 0.0363331821378475, 0.0467521913191273, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316))","c(0.0415426867284874, 0.0593674361393788)",41,59,
E14000938,South East Cornwall,Conservative,"list(c(0.0467521913191273, 0.0467521913191273, 0.0363331821378475, 0.0363331821378475, 0.0467521913191273, 0.0541975661310711, 0.0437782041720224, 0.0437782041720224, 0.0541975661310711, 0.0541975661310711))","c(0.0415426867284874, 0.0489878851515467)",41,48,
E14000991,The Cotswolds,Conservative,"list(c(0.119676400866087, 0.119676400866087, 0.130094566667187, 0.130094566667187, 0.119676400866087, 0.0958308461906036, 0.106248126760816, 0.106248126760816, 0.0958308461906036, 0.0958308461906036))","c(0.124885483766637, 0.10103948647571)",124,101,
E14000652,Crawley,Conservative,"list(c(0.203022582927586, 0.203022582927586, 0.213438487664499, 0.213438487664499, 0.203022582927586, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.208230535296043, 0.0697841875429378)",208,69,
E14000653,Crewe and Nantwich,Conservative,"list(c(0.182183894287265, 0.192603926524075, 0.192603926524075, 0.182183894287265, 0.182183894287265, 0.231264101380925, 0.231264101380925, 0.220846115255174, 0.220846115255174, 0.231264101380925))","c(0.18739391040567, 0.22605510831805)",187,226,
W07000070,Cynon Valley,Labour,"list(c(0.0884230069332673, 0.0884230069332673, 0.0988402875034796, 0.0988402875034796, 0.0884230069332673, 0.147913439041762, 0.158332095445273, 0.158332095445273, 0.147913439041762, 0.147913439041762))","c(0.0936316472183735, 0.153122767243517)",93,153,
E14000658,Darlington,Labour,"list(c(0.203022582927586, 0.203022582927586, 0.213438487664499, 0.213438487664499, 0.203022582927586, 0.356280755279203, 0.366699411945911, 0.366699411945911, 0.356280755279203, 0.356280755279203))","c(0.208230535296043, 0.361490083612557)",208,361,
E14000659,Dartford,Conservative,"list(c(0.307202267796202, 0.307202267796202, 0.317619548366415, 0.317619548366415, 0.307202267796202, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259))","c(0.312410908081308, 0.0593674361393787)",312,59,
E14000977,Stratford-on-Avon,Conservative,"list(c(0.17176675482816, 0.17176675482816, 0.182183894287265, 0.182183894287265, 0.17176675482816, 0.147913439041762, 0.158332095445273, 0.158332095445273, 0.147913439041762, 0.147913439041762))","c(0.176975324557713, 0.153122767243517)",176,153,
W07000042,Delyn,Labour,"list(c(0.109257920851461, 0.109257920851461, 0.119676400866087, 0.119676400866087, 0.109257920851461, 0.189590851600179, 0.200010183334134, 0.200010183334134, 0.189590851600179, 0.189590851600179))","c(0.114467160858774, 0.194800517467157)",114,194,
E14000662,Derby North,Conservative,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.210375424130756, 0.220792034423207, 0.220792034423207, 0.210375424130756, 0.210375424130756))","c(0.218647127949606, 0.215583729276981)",218,215,
E14000663,Derby South,Labour,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.200010183334134, 0.210429187462731, 0.210429187462731, 0.200010183334134, 0.200010183334134))","c(0.229065431575348, 0.205219685398432)",229,205,
E14000843,North East Derbyshire,Labour,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.2416820583343, 0.252101061410178, 0.252101061410178, 0.2416820583343, 0.2416820583343))","c(0.218647127949606, 0.246891559872239)",218,246,
E14000935,South Derbyshire,Conservative,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.189590851600179, 0.200010183334134, 0.200010183334134, 0.189590851600179, 0.189590851600179))","c(0.229065431575348, 0.194800517467156)",229,194,
E14000664,Derbyshire Dales,Conservative,"list(c(0.203022582927586, 0.203022582927586, 0.213438487664499, 0.213438487664499, 0.203022582927586, 0.231264101380925, 0.2416820583343, 0.2416820583343, 0.231264101380925, 0.231264101380925))","c(0.208230535296043, 0.236473079857612)",208,236,
E14000665,Devizes,Conservative,"list(c(0.130094566667187, 0.130094566667187, 0.140512867006464, 0.140512867006464, 0.130094566667187, 0.074992827828044, 0.0854118370093238, 0.0854118370093238, 0.074992827828044, 0.074992827828044))","c(0.135303716836825, 0.0802023324186839)",135,80,
E14000678,East Devon,Conservative,"list(c(0.0884230069332673, 0.0884230069332673, 0.0988402875034796, 0.0988402875034796, 0.0884230069332673, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259))","c(0.0936316472183735, 0.0593674361393787)",93,59,
E14000623,Central Devon,Conservative,"list(c(0.0571687663338019, 0.0571687663338019, 0.0675856941262454, 0.0675856941262454, 0.0571687663338019, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.0623772302300237, 0.0697841875429378)",62,69,
E14000950,South West Devon,Conservative,"list(c(0.0571687663338019, 0.0571687663338019, 0.0675856941262454, 0.0675856941262454, 0.0571687663338019, 0.0437782041720224, 0.0541975661310711, 0.0541975661310711, 0.0437782041720224, 0.0437782041720224))","c(0.0623772302300237, 0.0489878851515467)",62,48,
E14001000,Torridge and West Devon,Conservative,"list(c(0.0467521913191273, 0.0467521913191273, 0.0571687663338019, 0.0571687663338019, 0.0467521913191273, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.0519604788264646, 0.0697841875429378)",51,69,
E14000815,Mid Dorset and North Poole,Conservative,"list(c(0.109257920851461, 0.109257920851461, 0.119676400866087, 0.119676400866087, 0.109257920851461, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259))","c(0.114467160858774, 0.0593674361393787)",114,59,
E14000839,North Dorset,Conservative,"list(c(0.109257920851461, 0.109257920851461, 0.119676400866087, 0.119676400866087, 0.109257920851461, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.114467160858774, 0.0697841875429378)",114,69,
E14000936,South Dorset,Conservative,"list(c(0.109257920851461, 0.109257920851461, 0.0988402875034796, 0.0988402875034796, 0.109257920851461, 0.0541975661310711, 0.0437782041720224, 0.0437782041720224, 0.0541975661310711, 0.0541975661310711))","c(0.10404910417747, 0.0489878851515468)",104,48,
E14001031,West Dorset,Conservative,"list(c(0.0988402875034796, 0.0988402875034796, 0.109257920851461, 0.109257920851461, 0.0988402875034796, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259))","c(0.10404910417747, 0.0593674361393788)",104,59,
E14000670,Dover,Conservative,"list(c(0.328038204769925, 0.328038204769925, 0.338454109506839, 0.338454109506839, 0.328038204769925, 0.0437399630618772, 0.0541593250209259, 0.0541593250209259, 0.0437399630618772, 0.0437399630618772))","c(0.333246157138382, 0.0489496440414015)",333,48,
E14000711,Gillingham and Rainham,Conservative,"list(c(0.328038204769925, 0.328038204769925, 0.338454109506839, 0.338454109506839, 0.328038204769925, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.333246157138382, 0.0697841875429378)",333,69,
E14000607,Broxtowe,Conservative,"list(c(0.244693081041734, 0.244693081041734, 0.255110361611946, 0.255110361611946, 0.244693081041734, 0.220846115255174, 0.231264101380925, 0.231264101380925, 0.220846115255174, 0.220846115255174))","c(0.24990172132684, 0.22605510831805)",249,226,
E14001020,Washington and Sunderland West,Labour,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.377116516390398, 0.387533797223772, 0.387533797223772, 0.377116516390398, 0.377116516390398))","c(0.218647127949606, 0.382325156807085)",218,382,
E14000707,Gainsborough,Conservative,"list(c(0.255110361611946, 0.255110361611946, 0.265529018015457, 0.265529018015457, 0.255110361611946, 0.231264101380925, 0.2416820583343, 0.2416820583343, 0.231264101380925, 0.231264101380925))","c(0.260319689813702, 0.236473079857612)",260,236,
E14000706,Fylde,Conservative,"list(c(0.161350179813486, 0.161350179813486, 0.17176675482816, 0.17176675482816, 0.161350179813486, 0.335443927360649, 0.345861922223606, 0.345861922223606, 0.335443927360649, 0.335443927360649))","c(0.166558467320823, 0.340652924792127)",166,340,
N06000008,Foyle,SDLP,"list(c(0.0727636956621255, 0.0727636956621255, 0.0831825305558882, 0.0831825305558882, 0.0727636956621255, 0.293771912302094, 0.304188840094538, 0.304188840094538, 0.293771912302094, 0.293771912302094))","c(0.0779731131090068, 0.298980376198316)",77,298,
E14000705,Forest of Dean,Conservative,"list(c(0.130094566667187, 0.130094566667187, 0.140512867006464, 0.140512867006464, 0.130094566667187, 0.1166664333338, 0.12708304067901, 0.12708304067901, 0.1166664333338, 0.1166664333338))","c(0.135303716836826, 0.121874737006405)",135,121,
E14000704,Folkestone and Hythe,Conservative,"list(c(0.307202267796202, 0.307202267796202, 0.317619548366415, 0.317619548366415, 0.307202267796202, 0.0333209547223557, 0.0437399630618772, 0.0437399630618772, 0.0333209547223557, 0.0333209547223557))","c(0.312410908081308, 0.0385304588921165)",312,38,
N06000007,Fermanagh and South Tyrone,uup,"list(c(0.0623453920363834, 0.0727636956621255, 0.0727636956621255, 0.0623453920363834, 0.0623453920363834, 0.272935622550602, 0.272935622550602, 0.26251731892486, 0.26251731892486, 0.272935622550602))","c(0.0675545438492544, 0.267726470737731)",67,267,
E14000700,Faversham and Mid Kent,Conservative,"list(c(0.317619548366415, 0.317619548366415, 0.328038204769925, 0.328038204769925, 0.317619548366415, 0.0437399630618772, 0.0541593250209259, 0.0541593250209259, 0.0437399630618772, 0.0437399630618772))","c(0.32282887656817, 0.0489496440414015)",322,48,
E14000699,Fareham,Conservative,"list(c(0.161350179813486, 0.161350179813486, 0.17176675482816, 0.17176675482816, 0.161350179813486, 0.0541582666876193, 0.0645766055911382, 0.0645766055911382, 0.0541582666876193, 0.0541582666876193))","c(0.166558467320823, 0.0593674361393788)",166,59,
E14000616,Camborne and Redruth,Conservative,"list(c(0.0154888141667287, 0.0154888141667287, 0.0259072944445481, 0.0259072944445481, 0.0154888141667287, 0.0333209547223557, 0.0437399630618772, 0.0437399630618772, 0.0333209547223557, 0.0333209547223557))","c(0.0206980543056384, 0.0385304588921165)",20,38,
E14000698,Exeter,Labour,"list(c(0.0572478238318051, 0.0572478238318051, 0.0676663391242085, 0.0676663391242085, 0.0572478238318051, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259))","c(0.0624570814780068, 0.0593674361393787)",62,59,
E14001045,Witham,Conservative,"list(c(0.307202267796202, 0.307202267796202, 0.317619548366415, 0.317619548366415, 0.307202267796202, 0.147913439041762, 0.158332095445273, 0.158332095445273, 0.147913439041762, 0.147913439041762))","c(0.312410908081308, 0.153122767243517)",312,153,
E14000697,Esher and Walton,Conservative,"list(c(0.203022582927586, 0.203022582927586, 0.213438487664499, 0.213438487664499, 0.203022582927586, 0.0854118370093238, 0.0958308461906036, 0.0958308461906036, 0.0854118370093238, 0.0854118370093238))","c(0.208230535296043, 0.0906213415999637)",208,90,
E14000695,Erewash,Conservative,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.210375424130756, 0.220792034423207, 0.220792034423207, 0.210375424130756, 0.210375424130756))","c(0.229065431575348, 0.215583729276981)",229,215,
E14000694,Epsom and Ewell,Conservative,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.074992827828044, 0.0854118370093238, 0.0854118370093238, 0.074992827828044, 0.074992827828044))","c(0.218647127949606, 0.0802023324186839)",218,80,
E14000693,Epping Forest,Conservative,"list(c(0.28636495498918, 0.28636495498918, 0.296782905837153, 0.296782905837153, 0.28636495498918, 0.137501344304752, 0.147918977652733, 0.147918977652733, 0.137501344304752, 0.137501344304752))","c(0.291573930413167, 0.142710160978742)",291,142,
E14000688,Ellesmere Port and Neston,Labour,"list(c(0.161350179813486, 0.161350179813486, 0.17176675482816, 0.17176675482816, 0.161350179813486, 0.231264101380925, 0.2416820583343, 0.2416820583343, 0.231264101380925, 0.231264101380925))","c(0.166558467320823, 0.236473079857612)",166,236,
E14000686,Eddisbury,Conservative,"list(c(0.171760581217205, 0.171760581217205, 0.182177685398533, 0.182177685398533, 0.171760581217205, 0.220846115255174, 0.231264101380925, 0.231264101380925, 0.220846115255174, 0.220846115255174))","c(0.176969133307869, 0.22605510831805)",176,226,
E14000685,Eastleigh,Conservative,"list(c(0.161350179813486, 0.161350179813486, 0.17176675482816, 0.17176675482816, 0.161350179813486, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.166558467320823, 0.0697841875429378)",166,69,
